Adresse;StimmArt;Bezirk;Bezirksname;WBezArt;Wahlbezirk;Briefwahlbezirk;AghWkr;BunWkr;OstWest;Datum;Zeit;WberIns;WberA1;WberA1p;WberA2;WberA2p;WberA3;WberA3p;Waehler;Waehlerp;Wahlsch;Wahlschp;Gueltig;Gueltigp;Unguelt;Ungueltp;P01;P01p;P02;P02p;P03;P03p;P04;P04p;P05;P05p;P06;P06p;P07;P07p;P08;P08p;P09;P09p;P10;P10p;P11;P11p;P12;P12p;P13;P13p;P14;P14p;P15;P15p;P16;P16p;P17;P17p;P18;P18p;P19;P19p;P20;P20p;P21;P21p;P22;P22p;P23;P23p;P24;P24p;P25;P25p;P26;P26p;P27;P27p;P28;P28p;P29;P29p;P30;P30p;P31;P31p;P32;P32p;P33;P33p;P34;P34p;P35;P35p;P36;P36p;P37;P37p;P38;P38p;P39;P39p;P40;P40p;P41;P41p;P42;P42p;P43;P43p;P44;P44p;P45;P45p;P46;P46p;P47;P47p;P48;P48p;P49;P49p;P50;P50p;P51;P51p;P52;P52p;P53;P53p;P54;P54p;P55;P55p;P56;P56p;P57;P57p;P58;P58p;P59;P59p;P60;P60p;aufn
05W222;2;05;Spandau;W;222;052D;02;78;W;23.02.12;19:55:25;850;627;73,8;223;26,2;0;0,0;323;38,0;0;0,0;318;98,5;5;1,5;60;18,9;112;35,2;37;11,6;22;6,9;33;10,4;24;7,5;5;1,6;11;3,5;0;0,0;1;0,3;1;0,3;1;0,3;0;0,0;1;0,3;1;0,3;1;0,3;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;3;0,9;1;0,3;0;0,0;0;0,0;0;0,0;1;0,3;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05W223;2;05;Spandau;W;223;052F;02;78;W;23.02.12;21:28:25;1021;788;77,2;233;22,8;0;0,0;309;30,3;0;0,0;300;97,1;9;2,9;82;27,3;71;23,7;20;6,7;15;5,0;57;19,0;11;3,7;7;2,3;20;6,7;0;0,0;2;0,7;1;0,3;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,7;0;0,0;2;0,7;0;0,0;0;0,0;0;0,0;3;1,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,7;0;0,0;3;1,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05W224;2;05;Spandau;W;224;052F;02;78;W;23.02.12;20:20:05;870;692;79,5;178;20,5;0;0,0;286;32,9;0;0,0;281;98,3;5;1,7;66;23,5;76;27,0;20;7,1;18;6,4;51;18,1;11;3,9;4;1,4;23;8,2;1;0,4;4;1,4;0;0,0;1;0,4;0;0,0;0;0,0;1;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,7;0;0,0;0;0,0;1;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,4;0;0,0;1;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05W225;2;05;Spandau;W;225;052B;02;78;W;23.02.12;21:15:20;934;799;85,5;135;14,5;0;0,0;312;33,4;0;0,0;308;98,7;4;1,3;60;19,5;71;23,1;25;8,1;34;11,0;52;16,9;13;4,2;9;2,9;17;5,5;1;0,3;6;1,9;0;0,0;1;0,3;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;2;0,6;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;4;1,3;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;1;0,3;1;0,3;0;0,0;0;0,0;0;0,0;3;1,0;5;1,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05W226;2;05;Spandau;W;226;052N;02;78;W;23.02.12;21:08:16;1004;713;71,0;291;29,0;0;0,0;310;30,9;0;0,0;304;98,1;6;1,9;53;17,4;111;36,5;44;14,5;21;6,9;27;8,9;15;4,9;3;1,0;12;3,9;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;4;1,3;1;0,3;0;0,0;0;0,0;2;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,7;0;0,0;0;0,0;1;0,3;0;0,0;3;1,0;4;1,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05W227;2;05;Spandau;W;227;052C;02;78;W;23.02.12;23:17:09;1231;942;76,5;289;23,5;0;0,0;299;24,3;0;0,0;297;99,3;2;0,7;77;25,9;101;34,0;21;7,1;27;9,1;37;12,5;4;1,3;3;1,0;11;3,7;3;1,0;1;0,3;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;2;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;3;1,0;1;0,3;0;0,0;0;0,0;0;0,0;2;0,7;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05W228;2;05;Spandau;W;228;052Q;02;78;W;23.02.12;20:46:43;705;478;67,8;227;32,2;0;0,0;245;34,8;0;0,0;239;97,2;7;2,8;43;18,0;125;52,3;12;5,0;12;5,0;20;8,4;7;2,9;2;0,8;7;2,9;0;0,0;3;1,3;1;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,4;0;0,0;0;0,0;0;0,0;1;0,4;3;1,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05W229;2;05;Spandau;W;229;052G;02;78;W;23.02.12;19:32:54;951;729;76,7;222;23,3;0;0,0;211;22,2;0;0,0;210;99,5;1;0,5;36;17,1;74;35,2;14;6,7;15;7,1;50;23,8;2;1,0;2;1,0;10;4,8;1;0,5;0;0,0;0;0,0;1;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;1,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,5;0;0,0;1;0,5;0;0,0;0;0,0;1;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05W230;2;05;Spandau;W;230;052A;02;78;W;23.02.12;21:33:12;623;508;81,5;115;18,5;0;0,0;191;30,7;0;0,0;189;99,0;2;1,0;32;16,9;64;33,9;18;9,5;11;5,8;31;16,4;10;5,3;2;1,1;10;5,3;0;0,0;2;1,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,5;0;0,0;0;0,0;1;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,5;1;0,5;0;0,0;0;0,0;0;0,0;1;0,5;3;1,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2A;2;05;Spandau;B;2A;052A;02;78;W;23.02.12;19:33:07;0;0;0,0;0;0,0;0;0,0;347;0,0;347;100,0;346;99,7;1;0,3;76;22,0;137;39,6;37;10,7;22;6,4;24;6,9;16;4,6;5;1,4;12;3,5;2;0,6;6;1,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;0,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;2;0,6;1;0,3;2;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2B;2;05;Spandau;B;2B;052B;02;78;W;23.02.12;19:12:25;0;0;0,0;0;0,0;0;0,0;258;0,0;258;100,0;258;100,0;0;0,0;55;21,3;66;25,6;35;13,6;24;9,3;28;10,9;9;3,5;5;1,9;15;5,8;2;0,8;0;0,0;0;0,0;2;0,8;0;0,0;1;0,4;0;0,0;0;0,0;0;0,0;1;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,4;0;0,0;3;1,2;2;0,8;3;1,2;4;1,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2C;2;05;Spandau;B;2C;052C;02;78;W;23.02.12;19:17:25;0;0;0,0;0;0,0;0;0,0;397;0,0;397;100,0;392;98,7;5;1,3;97;24,7;139;35,5;64;16,3;25;6,4;23;5,9;16;4,1;6;1,5;7;1,8;2;0,5;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;2;0,5;1;0,3;0;0,0;1;0,3;1;0,3;0;0,0;3;0,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2D;2;05;Spandau;B;2D;052D;02;78;W;23.02.12;21:21:09;0;0;0,0;0;0,0;0;0,0;617;0,0;617;100,0;608;98,5;9;1,5;128;21,1;198;32,6;115;18,9;41;6,7;30;4,9;27;4,4;10;1,6;22;3,6;4;0,7;4;0,7;0;0,0;1;0,2;1;0,2;2;0,3;1;0,2;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;2;0,3;0;0,0;0;0,0;1;0,2;1;0,2;0;0,0;1;0,2;2;0,3;0;0,0;5;0,8;0;0,0;2;0,3;7;1,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2E;2;05;Spandau;B;2E;052E;02;78;W;23.02.12;19:46:20;0;0;0,0;0;0,0;0;0,0;482;0,0;482;100,0;477;99,0;5;1,0;116;24,3;179;37,5;64;13,4;23;4,8;40;8,4;13;2,7;5;1,0;16;3,4;5;1,0;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;0,6;0;0,0;0;0,0;3;0,6;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;1;0,2;1;0,2;0;0,0;4;0,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2F;2;05;Spandau;B;2F;052F;02;78;W;23.02.12;20:55:29;0;0;0,0;0;0,0;0;0,0;514;0,0;514;100,0;512;99,6;2;0,4;145;28,3;179;35,0;45;8,8;20;3,9;58;11,3;15;2,9;5;1,0;20;3,9;0;0,0;6;1,2;0;0,0;4;0,8;0;0,0;0;0,0;1;0,2;1;0,2;0;0,0;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;4;0,8;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;1;0,2;1;0,2;1;0,2;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2G;2;05;Spandau;B;2G;052G;02;78;W;23.02.12;19:42:54;0;0;0,0;0;0,0;0;0,0;189;0,0;189;100,0;186;98,4;3;1,6;55;29,6;61;32,8;11;5,9;5;2,7;29;15,6;9;4,8;0;0,0;4;2,2;1;0,5;2;1,1;0;0,0;1;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,5;0;0,0;0;0,0;0;0,0;2;1,1;0;0,0;0;0,0;1;0,5;0;0,0;0;0,0;1;0,5;0;0,0;0;0,0;2;1,1;0;0,0;1;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2H;2;05;Spandau;B;2H;052H;02;78;W;23.02.12;19:05:02;0;0;0,0;0;0,0;0;0,0;172;0,0;172;100,0;168;97,7;4;2,3;45;26,8;59;35,1;13;7,7;6;3,6;20;11,9;4;2,4;5;3,0;9;5,4;0;0,0;2;1,2;1;0,6;1;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;1,2;0;0,0;0;0,0;1;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2J;2;05;Spandau;B;2J;052J;02;78;W;23.02.12;19:51:29;0;0;0,0;0;0,0;0;0,0;365;0,0;365;100,0;364;99,7;1;0,3;104;28,6;123;33,8;38;10,4;13;3,6;31;8,5;12;3,3;4;1,1;21;5,8;2;0,5;7;1,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;2;0,5;1;0,3;2;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2K;2;05;Spandau;B;2K;052K;02;78;W;23.02.12;19:05:29;0;0;0,0;0;0,0;0;0,0;165;0,0;165;100,0;163;98,8;2;1,2;45;27,6;61;37,4;14;8,6;6;3,7;12;7,4;3;1,8;4;2,5;6;3,7;1;0,6;3;1,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;1,2;0;0,0;0;0,0;1;0,6;1;0,6;0;0,0;3;1,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2L;2;05;Spandau;B;2L;052L;02;78;W;23.02.13;00:53:01;0;0;0,0;0;0,0;0;0,0;541;0,0;541;100,0;538;99,4;3;0,6;133;24,7;234;43,5;41;7,6;12;2,2;50;9,3;21;3,9;5;0,9;16;3,0;3;0,6;2;0,4;0;0,0;4;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;0,6;0;0,0;7;1,3;4;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2M;2;05;Spandau;B;2M;052M;02;78;W;23.02.12;19:39:52;0;0;0,0;0;0,0;0;0,0;519;0,0;519;100,0;517;99,6;2;0,4;126;24,4;164;31,7;58;11,2;33;6,4;44;8,5;22;4,3;12;2,3;26;5,0;4;0,8;4;0,8;1;0,2;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;4;0,8;2;0,4;0;0,0;0;0,0;3;0,6;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;2;0,4;0;0,0;0;0,0;1;0,2;2;0,4;2;0,4;4;0,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2N;2;05;Spandau;B;2N;052N;02;78;W;23.02.12;19:28:04;0;0;0,0;0;0,0;0;0,0;267;0,0;267;100,0;264;98,9;3;1,1;64;24,2;105;39,8;21;8,0;13;4,9;22;8,3;16;6,1;3;1,1;6;2,3;1;0,4;5;1,9;0;0,0;1;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,4;0;0,0;0;0,0;1;0,4;1;0,4;0;0,0;1;0,4;1;0,4;0;0,0;1;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2P;2;05;Spandau;B;2P;052P;02;78;W;23.02.12;19:11:34;0;0;0,0;0;0,0;0;0,0;141;0,0;141;100,0;140;99,3;1;0,7;26;18,6;45;32,1;23;16,4;5;3,6;12;8,6;7;5,0;1;0,7;5;3,6;1;0,7;4;2,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,7;0;0,0;0;0,0;0;0,0;1;0,7;2;1,4;6;4,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2Q;2;05;Spandau;B;2Q;052Q;02;78;W;23.02.12;19:15:45;0;0;0,0;0;0,0;0;0,0;381;0,0;381;100,0;379;99,5;2;0,5;84;22,2;170;44,9;32;8,4;15;4,0;33;8,7;11;2,9;4;1,1;16;4,2;1;0,3;2;0,5;0;0,0;1;0,3;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;0,8;0;0,0;0;0,0;0;0,0;4;1,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05B2R;2;05;Spandau;B;2R;052R;02;78;W;23.02.12;19:31:25;0;0;0,0;0;0,0;0;0,0;324;0,0;324;100,0;323;99,7;1;0,3;66;20,4;139;43,0;36;11,1;9;2,8;26;8,0;12;3,7;2;0,6;13;4,0;4;1,2;3;0,9;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;0,9;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;2;0,6;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;1;0,3;0;0,0;1;0,3;2;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05W301;2;05;Spandau;W;301;053N;03;78;W;23.02.12;22:20:32;1158;844;72,9;314;27,1;0;0,0;370;32,0;0;0,0;366;98,9;4;1,1;89;24,3;135;36,9;20;5,5;15;4,1;52;14,2;14;3,8;6;1,6;13;3,6;2;0,5;5;1,4;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;6;1,6;0;0,0;0;0,0;0;0,0;3;0,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;3;0,8;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05W302;2;05;Spandau;W;302;053F;03;78;W;23.02.12;20:32:58;891;764;85,7;127;14,3;0;0,0;289;32,4;0;0,0;286;99,0;3;1,0;74;25,9;109;38,1;19;6,6;11;3,8;30;10,5;9;3,1;1;0,3;10;3,5;1;0,3;4;1,4;0;0,0;3;1,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;2;0,7;1;0,3;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;1;0,3;1;0,3;0;0,0;2;0,7;1;0,3;2;0,7;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05W303;2;05;Spandau;W;303;053F;03;78;W;23.02.12;20:47:33;908;562;61,9;346;38,1;0;0,0;325;35,8;0;0,0;323;99,4;2;0,6;70;21,7;105;32,5;41;12,7;25;7,7;34;10,5;16;5,0;2;0,6;11;3,4;0;0,0;3;0,9;2;0,6;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;5;1,5;1;0,3;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;1;0,3;0;0,0;2;0,6;2;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05W304;2;05;Spandau;W;304;053S;03;78;W;23.02.12;21:13:08;973;652;67,0;321;33,0;0;0,0;372;38,2;0;0,0;369;99,2;3;0,8;103;27,9;158;42,8;25;6,8;15;4,1;36;9,8;12;3,3;2;0,5;7;1,9;2;0,5;3;0,8;0;0,0;1;0,3;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
05W305;2;05;Spandau;W;305;053V;03;78;W;23.02.12;22:21:13;1163;998;85,8;165;14,2;0;0,0;383;32,9;0;0,0;376;98,2;7;1,8;86;22,9;140;37,2;28;7,4;25;6,6;47;12,5;13;3,5;3;0,8;15;4,0;3;0,8;1;0,3;1;0,3;1;0,3;0;0,0;1;0,3;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;2;0,5;1;0,3;2;0,5;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
